grid#	st#	step	ml_c	gt_c	dist	p(gt)
1	4	10	(97, 69)	(66, 12)	64.885	0.003
1	4	11	(96, 69)	(66, 12)	64.413	0.000
1	4	12	(42, 79)	(65, 12)	70.838	0.002
1	4	13	(94, 69)	(65, 13)	63.063	0.006
1	4	14	(42, 80)	(64, 13)	70.520	0.013
1	4	15	(42, 80)	(63, 13)	70.214	0.017
1	4	16	(42, 80)	(63, 14)	69.260	0.020
1	4	17	(95, 72)	(63, 15)	65.368	0.059
1	4	18	(95, 73)	(63, 15)	66.242	0.015
1	4	19	(95, 74)	(63, 16)	66.242	0.023
1	4	20	(95, 74)	(62, 16)	66.731	0.001
1	4	21	(95, 73)	(62, 15)	66.731	0.014
1	4	22	(4, 51)	(62, 15)	68.264	0.001
1	4	23	(3, 51)	(61, 15)	68.264	0.001
1	4	24	(3, 51)	(61, 16)	67.742	0.001
1	4	25	(2, 51)	(61, 16)	68.600	0.000
1	4	26	(1, 51)	(60, 16)	68.600	0.000
1	4	27	(1, 50)	(60, 15)	68.600	0.000
1	4	28	(91, 69)	(60, 14)	63.135	0.003
1	4	29	(1, 49)	(59, 14)	67.742	0.008
1	4	30	(1, 50)	(59, 14)	68.264	0.011
1	4	31	(1, 51)	(59, 14)	68.797	0.012
1	4	32	(92, 71)	(60, 14)	65.368	0.003
1	4	33	(60, 55)	(60, 15)	40.000	0.010
1	4	34	(61, 55)	(61, 15)	40.000	0.012
1	4	35	(94, 72)	(62, 15)	65.368	0.064
1	4	36	(94, 71)	(62, 14)	65.368	0.077
1	4	37	(95, 71)	(63, 14)	65.368	0.071
1	4	38	(96, 71)	(64, 14)	65.368	0.069
1	4	39	(95, 70)	(64, 14)	64.008	0.017
1	4	40	(97, 71)	(65, 14)	65.368	0.031
1	4	41	(98, 70)	(66, 14)	64.498	0.053
1	4	42	(98, 69)	(66, 13)	64.498	0.059
1	4	43	(99, 69)	(67, 13)	64.498	0.037
1	4	44	(67, 15)	(67, 14)	1.000	0.201
1	4	45	(66, 15)	(66, 14)	1.000	0.204
1	4	46	(66, 15)	(66, 14)	1.000	0.023
1	4	47	(65, 14)	(66, 14)	1.000	0.005
1	4	48	(64, 14)	(65, 14)	1.000	0.043
1	4	49	(63, 14)	(64, 14)	1.000	0.092
1	4	50	(63, 13)	(64, 13)	1.000	0.096
1	4	51	(63, 12)	(64, 12)	1.000	0.090
1	4	52	(63, 12)	(63, 12)	0.000	0.677
1	4	53	(63, 12)	(63, 12)	0.000	0.788
1	4	54	(63, 12)	(63, 12)	0.000	0.817
1	4	55	(63, 13)	(63, 12)	1.000	0.089
1	4	56	(64, 13)	(64, 12)	1.000	0.082
1	4	57	(64, 12)	(64, 11)	1.000	0.077
1	4	58	(63, 12)	(63, 11)	1.000	0.059
1	4	59	(63, 13)	(63, 12)	1.000	0.116
1	4	60	(65, 13)	(64, 12)	1.414	0.051
1	4	61	(65, 14)	(64, 13)	1.414	0.091
1	4	62	(66, 14)	(64, 13)	2.236	0.020
1	4	63	(67, 14)	(65, 13)	2.236	0.204
1	4	64	(66, 13)	(66, 13)	0.000	0.391
1	4	65	(66, 14)	(66, 14)	0.000	0.482
1	4	66	(66, 15)	(66, 15)	0.000	0.596
1	4	67	(66, 15)	(66, 15)	0.000	0.637
1	4	68	(66, 16)	(66, 16)	0.000	0.956
1	4	69	(67, 16)	(67, 16)	0.000	0.961
1	4	70	(67, 16)	(68, 16)	1.000	0.303
1	4	71	(68, 17)	(68, 17)	0.000	0.657
1	4	72	(67, 17)	(67, 17)	0.000	0.963
1	4	73	(67, 16)	(67, 16)	0.000	0.969
1	4	74	(68, 16)	(68, 16)	0.000	0.972
1	4	75	(69, 16)	(69, 16)	0.000	0.978
1	4	76	(69, 17)	(69, 17)	0.000	0.979
1	4	77	(70, 17)	(70, 17)	0.000	0.978
1	4	78	(70, 16)	(70, 16)	0.000	0.992
1	4	79	(71, 16)	(71, 16)	0.000	0.993
1	4	80	(71, 15)	(71, 15)	0.000	0.987
1	4	81	(70, 15)	(70, 15)	0.000	0.895
1	4	82	(69, 15)	(69, 15)	0.000	0.981
1	4	83	(69, 14)	(69, 14)	0.000	0.981
1	4	84	(68, 14)	(68, 14)	0.000	0.888
1	4	85	(68, 15)	(68, 15)	0.000	0.884
1	4	86	(69, 15)	(69, 15)	0.000	0.895
1	4	87	(69, 16)	(69, 16)	0.000	0.885
1	4	88	(68, 16)	(68, 16)	0.000	0.975
1	4	89	(67, 16)	(67, 16)	0.000	0.979
1	4	90	(67, 15)	(67, 15)	0.000	0.990
1	4	91	(66, 15)	(66, 15)	0.000	0.991
1	4	92	(66, 16)	(66, 16)	0.000	0.993
1	4	93	(67, 16)	(67, 16)	0.000	0.992
1	4	94	(67, 15)	(67, 15)	0.000	0.992
1	4	95	(67, 14)	(67, 14)	0.000	0.895
1	4	96	(67, 13)	(67, 13)	0.000	0.986
1	4	97	(66, 13)	(66, 13)	0.000	0.889
1	4	98	(66, 14)	(66, 14)	0.000	0.875
1	4	99	(66, 15)	(66, 14)	1.000	0.179
1	4	100	(66, 15)	(67, 14)	1.414	0.056
Already at last step
1	5	1	(0, 3)	(91, 38)	97.499	0.000
1	5	2	(0, 87)	(91, 37)	103.832	0.000
1	5	3	(1, 0)	(90, 37)	96.385	0.000
1	5	4	(0, 93)	(90, 38)	105.475	0.002
1	5	5	(22, 30)	(89, 38)	67.476	0.004
1	5	6	(82, 28)	(89, 39)	13.038	0.005
1	5	7	(68, 83)	(88, 39)	48.332	0.019
1	5	8	(68, 83)	(88, 39)	48.332	0.046
1	5	9	(89, 77)	(88, 39)	38.013	0.014
1	5	10	(89, 78)	(88, 39)	39.013	0.026
1	5	11	(89, 78)	(88, 39)	39.013	0.006
1	5	12	(89, 77)	(88, 39)	38.013	0.009
1	5	13	(64, 7)	(87, 39)	39.408	0.027
1	5	14	(85, 40)	(87, 38)	2.828	0.105
1	5	15	(86, 38)	(86, 38)	0.000	0.217
1	5	16	(85, 38)	(85, 38)	0.000	0.266
1	5	17	(85, 39)	(85, 39)	0.000	0.494
1	5	18	(86, 39)	(86, 39)	0.000	0.303
1	5	19	(86, 40)	(86, 40)	0.000	0.614
1	5	20	(87, 40)	(87, 40)	0.000	0.761
1	5	21	(87, 40)	(87, 40)	0.000	0.614
1	5	22	(87, 41)	(87, 41)	0.000	0.841
1	5	23	(87, 42)	(87, 42)	0.000	0.964
1	5	24	(87, 42)	(87, 42)	0.000	0.637
1	5	25	(87, 43)	(87, 43)	0.000	0.676
1	5	26	(88, 43)	(88, 43)	0.000	0.682
1	5	27	(88, 44)	(88, 44)	0.000	0.883
1	5	28	(89, 44)	(89, 44)	0.000	0.793
1	5	29	(89, 45)	(89, 45)	0.000	0.866
1	5	30	(90, 45)	(90, 45)	0.000	0.783
1	5	31	(90, 46)	(90, 46)	0.000	0.721
1	5	32	(91, 46)	(91, 46)	0.000	0.971
1	5	33	(91, 47)	(91, 47)	0.000	0.987
1	5	34	(92, 47)	(92, 47)	0.000	0.993
1	5	35	(93, 47)	(92, 47)	1.000	0.105
1	5	36	(92, 48)	(92, 47)	1.000	0.044
1	5	37	(91, 47)	(91, 47)	0.000	0.426
1	5	38	(91, 48)	(91, 48)	0.000	0.884
1	5	39	(90, 48)	(90, 48)	0.000	0.963
1	5	40	(90, 48)	(90, 48)	0.000	0.653
1	5	41	(89, 48)	(89, 48)	0.000	0.686
1	5	42	(89, 47)	(89, 47)	0.000	0.687
1	5	43	(90, 47)	(90, 47)	0.000	0.963
1	5	44	(90, 48)	(90, 48)	0.000	0.991
1	5	45	(89, 48)	(89, 48)	0.000	0.991
1	5	46	(89, 47)	(89, 47)	0.000	0.992
1	5	47	(88, 47)	(88, 47)	0.000	0.899
1	5	48	(88, 48)	(88, 48)	0.000	0.894
1	5	49	(87, 48)	(87, 48)	0.000	0.985
1	5	50	(87, 49)	(87, 49)	0.000	0.982
1	5	51	(87, 50)	(87, 50)	0.000	0.993
1	5	52	(88, 50)	(88, 50)	0.000	0.993
1	5	53	(89, 50)	(89, 50)	0.000	0.993
1	5	54	(90, 50)	(90, 50)	0.000	0.993
1	5	55	(90, 51)	(90, 51)	0.000	0.987
1	5	56	(91, 51)	(91, 51)	0.000	0.894
1	5	57	(91, 51)	(91, 51)	0.000	0.895
1	5	58	(90, 51)	(90, 51)	0.000	0.877
1	5	59	(90, 50)	(90, 50)	0.000	0.893
1	5	60	(91, 50)	(91, 50)	0.000	0.895
1	5	61	(91, 51)	(91, 51)	0.000	0.894
1	5	62	(90, 51)	(90, 51)	0.000	0.820
1	5	63	(89, 51)	(89, 51)	0.000	0.809
1	5	64	(89, 50)	(89, 50)	0.000	0.979
1	5	65	(90, 50)	(90, 50)	0.000	0.981
1	5	66	(90, 49)	(90, 49)	0.000	0.739
1	5	67	(90, 48)	(90, 48)	0.000	0.949
1	5	68	(89, 48)	(89, 48)	0.000	0.990
1	5	69	(88, 48)	(88, 48)	0.000	0.894
1	5	70	(88, 47)	(88, 47)	0.000	0.889
1	5	71	(87, 47)	(87, 47)	0.000	0.986
1	5	72	(87, 46)	(87, 46)	0.000	0.993
1	5	73	(87, 46)	(86, 46)	1.000	0.331
1	5	74	(86, 45)	(86, 45)	0.000	0.745
1	5	75	(86, 44)	(86, 44)	0.000	0.861
1	5	76	(85, 44)	(85, 44)	0.000	0.983
1	5	77	(84, 44)	(84, 44)	0.000	0.991
1	5	78	(84, 44)	(84, 44)	0.000	0.998
1	5	79	(84, 45)	(84, 45)	0.000	0.898
1	5	80	(84, 45)	(84, 45)	0.000	0.982
1	5	81	(84, 45)	(84, 45)	0.000	0.998
1	5	82	(84, 45)	(84, 45)	0.000	0.999
1	5	83	(84, 46)	(84, 46)	0.000	0.994
1	5	84	(83, 46)	(83, 46)	0.000	0.894
1	5	85	(83, 47)	(83, 47)	0.000	0.889
1	5	86	(82, 47)	(82, 47)	0.000	0.986
1	5	87	(82, 46)	(82, 46)	0.000	0.980
1	5	88	(82, 45)	(82, 45)	0.000	0.889
1	5	89	(83, 45)	(83, 45)	0.000	0.801
1	5	90	(83, 45)	(83, 45)	0.000	0.885
1	5	91	(83, 45)	(83, 45)	0.000	0.898
1	5	92	(84, 45)	(84, 45)	0.000	0.810
1	5	93	(84, 44)	(84, 44)	0.000	0.727
1	5	94	(84, 44)	(84, 44)	0.000	0.735
1	5	95	(84, 44)	(84, 44)	0.000	0.855
1	5	96	(84, 45)	(84, 45)	0.000	0.771
1	5	97	(84, 45)	(84, 45)	0.000	0.847
1	5	98	(84, 45)	(84, 45)	0.000	0.955
1	5	99	(84, 44)	(84, 44)	0.000	0.861
1	5	100	(84, 43)	(84, 43)	0.000	0.984
Already at last step
1	6	1	(1, 70)	(90, 35)	95.635	0.000
1	6	2	(99, 67)	(90, 36)	32.280	0.001
1	6	3	(99, 67)	(90, 37)	31.321	0.001
1	6	4	(99, 67)	(91, 37)	31.048	0.002
1	6	5	(99, 67)	(92, 37)	30.806	0.002
1	6	6	(50, 98)	(92, 36)	74.887	0.003
1	6	7	(64, 31)	(93, 36)	29.428	0.012
1	6	8	(65, 31)	(94, 36)	29.428	0.026
1	6	9	(8, 57)	(94, 35)	88.769	0.065
1	6	10	(94, 34)	(94, 34)	0.000	0.217
1	6	11	(94, 34)	(94, 34)	0.000	0.366
1	6	12	(94, 33)	(94, 33)	0.000	0.517
1	6	13	(94, 33)	(94, 33)	0.000	0.146
1	6	14	(95, 33)	(95, 33)	0.000	0.378
1	6	15	(96, 33)	(96, 33)	0.000	0.522
1	6	16	(96, 32)	(96, 32)	0.000	0.929
1	6	17	(96, 32)	(95, 32)	1.000	0.278
1	6	18	(94, 32)	(94, 32)	0.000	0.609
1	6	19	(93, 32)	(93, 32)	0.000	0.928
1	6	20	(93, 32)	(93, 32)	0.000	0.615
1	6	21	(93, 33)	(93, 33)	0.000	0.928
1	6	22	(92, 33)	(92, 33)	0.000	0.929
1	6	23	(92, 32)	(92, 32)	0.000	0.569
1	6	24	(92, 31)	(92, 31)	0.000	0.899
1	6	25	(92, 31)	(91, 31)	1.000	0.288
1	6	26	(92, 30)	(91, 30)	1.000	0.026
1	6	27	(92, 29)	(91, 29)	1.000	0.024
1	6	28	(91, 30)	(90, 29)	1.414	0.133
1	6	29	(91, 31)	(90, 29)	2.236	0.142
1	6	30	(92, 30)	(91, 29)	1.414	0.286
1	6	31	(91, 28)	(91, 28)	0.000	0.845
1	6	32	(91, 27)	(91, 27)	0.000	0.882
1	6	33	(91, 26)	(91, 26)	0.000	0.783
1	6	34	(91, 27)	(91, 26)	1.000	0.352
1	6	35	(90, 27)	(90, 26)	1.000	0.449
1	6	36	(90, 28)	(90, 27)	1.000	0.466
1	6	37	(90, 28)	(90, 27)	1.000	0.149
1	6	38	(90, 28)	(90, 28)	0.000	0.738
1	6	39	(89, 28)	(89, 28)	0.000	0.745
1	6	40	(90, 29)	(89, 29)	1.000	0.299
1	6	41	(89, 29)	(88, 29)	1.000	0.302
1	6	42	(89, 28)	(88, 28)	1.000	0.273
1	6	43	(90, 28)	(89, 28)	1.000	0.334
1	6	44	(89, 29)	(89, 29)	0.000	0.591
1	6	45	(90, 29)	(90, 29)	0.000	0.947
1	6	46	(91, 29)	(91, 29)	0.000	0.965
1	6	47	(91, 29)	(91, 29)	0.000	0.555
1	6	48	(90, 29)	(90, 29)	0.000	0.877
1	6	49	(90, 28)	(90, 28)	0.000	0.952
1	6	50	(89, 28)	(89, 28)	0.000	0.879
1	6	51	(89, 29)	(89, 29)	0.000	0.865
1	6	52	(90, 29)	(90, 29)	0.000	0.979
1	6	53	(90, 29)	(90, 29)	0.000	0.998
1	6	54	(89, 29)	(89, 29)	0.000	0.992
1	6	55	(89, 28)	(89, 28)	0.000	0.894
1	6	56	(89, 28)	(89, 27)	1.000	0.186
1	6	57	(89, 27)	(89, 26)	1.000	0.013
1	6	58	(89, 27)	(89, 25)	2.000	0.071
1	6	59	(90, 27)	(90, 25)	2.000	0.071
1	6	60	(91, 27)	(91, 25)	2.000	0.004
1	6	61	(91, 25)	(91, 24)	1.000	0.011
1	6	62	(90, 25)	(90, 24)	1.000	0.012
1	6	63	(90, 26)	(90, 25)	1.000	0.097
1	6	64	(91, 25)	(91, 25)	0.000	0.364
1	6	65	(91, 24)	(91, 24)	0.000	0.342
1	6	66	(91, 23)	(91, 23)	0.000	0.888
1	6	67	(91, 22)	(91, 22)	0.000	0.901
1	6	68	(91, 21)	(91, 21)	0.000	0.817
1	6	69	(92, 21)	(92, 21)	0.000	0.755
1	6	70	(93, 21)	(93, 21)	0.000	0.973
1	6	71	(93, 20)	(93, 20)	0.000	0.972
1	6	72	(92, 20)	(92, 20)	0.000	0.886
1	6	73	(92, 21)	(92, 20)	1.000	0.097
1	6	74	(92, 22)	(92, 21)	1.000	0.179
1	6	75	(93, 21)	(93, 21)	0.000	0.773
1	6	76	(93, 21)	(93, 22)	1.000	0.330
1	6	77	(92, 21)	(92, 22)	1.000	0.375
1	6	78	(91, 21)	(91, 22)	1.000	0.339
1	6	79	(91, 21)	(91, 21)	0.000	0.671
1	6	80	(92, 21)	(92, 21)	0.000	0.665
1	6	81	(92, 20)	(92, 20)	0.000	0.687
1	6	82	(93, 20)	(93, 20)	0.000	0.726
1	6	83	(93, 19)	(93, 19)	0.000	0.642
1	6	84	(92, 19)	(93, 19)	1.000	0.071
1	6	85	(92, 19)	(92, 19)	0.000	0.376
1	6	86	(91, 19)	(91, 19)	0.000	0.516
1	6	87	(90, 19)	(90, 19)	0.000	0.498
1	6	88	(89, 19)	(89, 19)	0.000	0.519
1	6	89	(88, 19)	(88, 19)	0.000	0.935
1	6	90	(88, 20)	(88, 20)	0.000	0.960
1	6	91	(89, 20)	(89, 20)	0.000	0.875
1	6	92	(89, 19)	(89, 19)	0.000	0.860
1	6	93	(90, 19)	(90, 19)	0.000	0.778
1	6	94	(91, 19)	(91, 19)	0.000	0.768
1	6	95	(91, 19)	(91, 19)	0.000	0.774
1	6	96	(92, 19)	(92, 19)	0.000	0.973
1	6	97	(92, 20)	(92, 20)	0.000	0.973
1	6	98	(92, 21)	(92, 21)	0.000	0.877
1	6	99	(92, 22)	(92, 22)	0.000	0.792
1	6	100	(92, 23)	(92, 23)	0.000	0.978
Already at last step
1	7	1	(1, 5)	(41, 11)	40.447	0.000
1	7	2	(2, 92)	(42, 11)	90.338	0.000
1	7	3	(24, 50)	(42, 12)	42.048	0.000
1	7	4	(23, 50)	(41, 12)	42.048	0.000
1	7	5	(78, 19)	(41, 11)	37.855	0.000
1	7	6	(22, 49)	(40, 11)	42.048	0.000
1	7	7	(83, 20)	(40, 12)	43.738	0.001
1	7	8	(49, 20)	(39, 12)	12.806	0.002
1	7	9	(14, 19)	(38, 12)	25.000	0.008
1	7	10	(0, 35)	(38, 12)	44.418	0.025
1	7	11	(95, 6)	(38, 12)	57.315	0.046
1	7	12	(95, 6)	(38, 12)	57.315	0.063
1	7	13	(94, 6)	(37, 12)	57.315	0.095
1	7	14	(46, 41)	(37, 11)	31.321	0.247
1	7	15	(45, 41)	(36, 11)	31.321	0.296
1	7	16	(45, 40)	(36, 10)	31.321	0.280
1	7	17	(46, 41)	(37, 10)	32.280	0.092
1	7	18	(38, 10)	(38, 10)	0.000	0.381
1	7	19	(38, 9)	(38, 9)	0.000	0.485
1	7	20	(39, 9)	(39, 9)	0.000	0.754
1	7	21	(39, 8)	(39, 8)	0.000	0.908
1	7	22	(40, 8)	(40, 8)	0.000	0.626
1	7	23	(40, 7)	(40, 8)	1.000	0.144
1	7	24	(41, 7)	(41, 8)	1.000	0.130
1	7	25	(41, 7)	(41, 7)	0.000	0.356
1	7	26	(40, 7)	(40, 7)	0.000	0.449
1	7	27	(39, 7)	(39, 7)	0.000	0.665
1	7	28	(39, 8)	(39, 8)	0.000	0.696
1	7	29	(40, 8)	(40, 8)	0.000	0.650
1	7	30	(41, 8)	(41, 8)	0.000	0.603
1	7	31	(41, 9)	(41, 9)	0.000	0.617
1	7	32	(40, 9)	(40, 9)	0.000	0.944
1	7	33	(39, 9)	(39, 9)	0.000	0.881
1	7	34	(39, 8)	(39, 8)	0.000	0.885
1	7	35	(39, 8)	(39, 8)	0.000	0.985
1	7	36	(39, 8)	(39, 8)	0.000	0.996
1	7	37	(39, 9)	(39, 9)	0.000	0.990
1	7	38	(39, 10)	(39, 10)	0.000	0.992
1	7	39	(38, 10)	(38, 10)	0.000	0.987
1	7	40	(37, 10)	(37, 10)	0.000	0.993
1	7	41	(37, 10)	(37, 10)	0.000	0.642
1	7	42	(37, 11)	(37, 11)	0.000	0.966
1	7	43	(36, 11)	(36, 11)	0.000	0.957
1	7	44	(35, 11)	(35, 11)	0.000	0.986
1	7	45	(35, 10)	(35, 10)	0.000	0.900
1	7	46	(35, 10)	(35, 10)	0.000	0.990
1	7	47	(34, 10)	(34, 10)	0.000	0.899
1	7	48	(33, 10)	(33, 10)	0.000	0.985
1	7	49	(33, 9)	(33, 9)	0.000	0.845
1	7	50	(32, 9)	(32, 9)	0.000	0.771
1	7	51	(32, 8)	(32, 8)	0.000	0.694
1	7	52	(32, 7)	(32, 7)	0.000	0.968
1	7	53	(32, 7)	(32, 7)	0.000	0.998
1	7	54	(32, 7)	(32, 7)	0.000	1.000
1	7	55	(32, 8)	(32, 8)	0.000	0.994
1	7	56	(31, 8)	(32, 8)	1.000	0.099
1	7	57	(30, 8)	(31, 8)	1.000	0.180
1	7	58	(29, 8)	(30, 8)	1.000	0.243
1	7	59	(29, 8)	(29, 8)	0.000	0.877
1	7	60	(29, 9)	(29, 9)	0.000	0.886
1	7	61	(28, 9)	(28, 9)	0.000	0.893
1	7	62	(28, 8)	(28, 9)	1.000	0.098
1	7	63	(28, 8)	(28, 8)	0.000	0.761
1	7	64	(28, 7)	(28, 7)	0.000	0.974
1	7	65	(27, 7)	(27, 7)	0.000	0.980
1	7	66	(26, 7)	(26, 7)	0.000	0.886
1	7	67	(26, 6)	(26, 6)	0.000	0.986
1	7	68	(27, 6)	(27, 6)	0.000	0.992
1	7	69	(28, 6)	(28, 6)	0.000	0.993
1	7	70	(28, 6)	(28, 6)	0.000	0.662
1	7	71	(27, 6)	(27, 6)	0.000	0.662
1	7	72	(27, 6)	(27, 7)	1.000	0.076
1	7	73	(27, 7)	(27, 7)	0.000	0.980
1	7	74	(27, 7)	(27, 7)	0.000	0.991
1	7	75	(27, 7)	(27, 7)	0.000	0.991
1	7	76	(27, 7)	(28, 7)	1.000	0.330
1	7	77	(28, 7)	(29, 7)	1.000	0.025
1	7	78	(29, 7)	(30, 7)	1.000	0.285
1	7	79	(30, 8)	(30, 8)	0.000	0.618
1	7	80	(31, 8)	(31, 8)	0.000	0.757
1	7	81	(31, 8)	(31, 8)	0.000	0.919
1	7	82	(31, 8)	(31, 8)	0.000	0.968
1	7	83	(30, 8)	(30, 8)	0.000	0.888
1	7	84	(31, 8)	(30, 8)	1.000	0.366
1	7	85	(30, 7)	(30, 7)	0.000	0.640
1	7	86	(30, 6)	(30, 6)	0.000	0.868
1	7	87	(31, 6)	(31, 6)	0.000	0.978
1	7	88	(31, 5)	(31, 5)	0.000	0.985
1	7	89	(30, 5)	(30, 5)	0.000	0.984
1	7	90	(30, 5)	(30, 5)	0.000	0.610
1	7	91	(30, 6)	(30, 6)	0.000	0.672
1	7	92	(31, 6)	(31, 6)	0.000	0.958
1	7	93	(31, 6)	(31, 6)	0.000	0.972
1	7	94	(32, 6)	(32, 6)	0.000	0.876
1	7	95	(33, 6)	(33, 6)	0.000	0.985
1	7	96	(33, 7)	(33, 7)	0.000	0.989
1	7	97	(32, 7)	(32, 7)	0.000	0.993
1	7	98	(32, 7)	(32, 7)	0.000	1.000
1	7	99	(32, 7)	(32, 7)	0.000	1.000
1	7	100	(32, 7)	(32, 7)	0.000	1.000
Already at last step
1	8	1	(0, 45)	(6, 19)	26.683	0.000
1	8	2	(0, 70)	(6, 20)	50.359	0.000
1	8	3	(54, 99)	(7, 20)	91.924	0.000
1	8	4	(27, 99)	(8, 20)	81.253	0.001
1	8	5	(27, 99)	(9, 20)	81.025	0.001
1	8	6	(27, 98)	(9, 20)	80.050	0.001
1	8	7	(55, 1)	(10, 20)	48.847	0.004
1	8	8	(34, 44)	(10, 21)	33.242	0.010
1	8	9	(22, 31)	(9, 21)	16.401	0.062
1	8	10	(8, 21)	(8, 21)	0.000	0.092
1	8	11	(27, 91)	(8, 20)	73.498	0.026
1	8	12	(10, 59)	(7, 20)	39.115	0.035
1	8	13	(9, 59)	(6, 20)	39.115	0.044
1	8	14	(23, 98)	(6, 21)	78.854	0.003
1	8	15	(82, 74)	(7, 21)	91.837	0.002
1	8	16	(82, 75)	(7, 22)	91.837	0.004
1	8	17	(23, 99)	(6, 22)	78.854	0.013
1	8	18	(82, 74)	(6, 21)	92.655	0.102
1	8	19	(83, 74)	(7, 21)	92.655	0.119
1	8	20	(24, 99)	(7, 22)	78.854	0.151
1	8	21	(24, 99)	(7, 23)	77.878	0.158
1	8	22	(7, 23)	(7, 23)	0.000	0.317
1	8	23	(7, 23)	(7, 23)	0.000	0.452
1	8	24	(7, 23)	(7, 23)	0.000	0.531
1	8	25	(7, 22)	(7, 22)	0.000	0.601
1	8	26	(7, 21)	(7, 22)	1.000	0.065
1	8	27	(76, 71)	(6, 22)	85.446	0.225
1	8	28	(5, 22)	(5, 22)	0.000	0.552
1	8	29	(5, 21)	(5, 21)	0.000	0.836
1	8	30	(5, 20)	(5, 20)	0.000	0.940
1	8	31	(6, 20)	(6, 20)	0.000	0.968
1	8	32	(6, 21)	(6, 21)	0.000	0.982
1	8	33	(6, 22)	(6, 22)	0.000	0.984
1	8	34	(6, 22)	(6, 22)	0.000	0.992
1	8	35	(5, 22)	(5, 22)	0.000	0.992
1	8	36	(5, 21)	(5, 21)	0.000	0.992
1	8	37	(6, 21)	(6, 21)	0.000	0.993
1	8	38	(6, 20)	(6, 20)	0.000	0.993
1	8	39	(7, 20)	(7, 20)	0.000	0.894
1	8	40	(7, 19)	(7, 19)	0.000	0.987
1	8	41	(6, 19)	(6, 19)	0.000	0.981
1	8	42	(6, 20)	(6, 19)	1.000	0.099
1	8	43	(6, 21)	(6, 20)	1.000	0.012
1	8	44	(6, 21)	(6, 21)	0.000	0.689
1	8	45	(5, 21)	(5, 21)	0.000	0.925
1	8	46	(5, 20)	(5, 20)	0.000	0.737
1	8	47	(4, 20)	(4, 20)	0.000	0.815
1	8	48	(4, 20)	(4, 20)	0.000	0.447
1	8	49	(5, 21)	(4, 20)	1.414	0.022
1	8	50	(6, 21)	(5, 20)	1.414	0.025
1	8	51	(6, 20)	(5, 19)	1.414	0.026
1	8	52	(6, 20)	(4, 19)	2.236	0.136
1	8	53	(4, 20)	(4, 20)	0.000	0.483
1	8	54	(4, 21)	(4, 21)	0.000	0.665
1	8	55	(5, 21)	(5, 21)	0.000	0.874
1	8	56	(5, 22)	(5, 22)	0.000	0.969
1	8	57	(5, 23)	(5, 23)	0.000	0.991
1	8	58	(4, 23)	(4, 23)	0.000	0.899
1	8	59	(4, 24)	(4, 24)	0.000	0.987
1	8	60	(4, 24)	(4, 24)	0.000	0.676
1	8	61	(4, 24)	(4, 24)	0.000	0.974
1	8	62	(4, 24)	(4, 24)	0.000	0.998
1	8	63	(4, 25)	(4, 25)	0.000	0.994
1	8	64	(3, 25)	(3, 25)	0.000	0.993
1	8	65	(2, 25)	(2, 25)	0.000	0.895
1	8	66	(2, 24)	(2, 24)	0.000	0.889
1	8	67	(3, 24)	(3, 24)	0.000	0.816
1	8	68	(3, 25)	(3, 25)	0.000	0.890
1	8	69	(3, 26)	(3, 26)	0.000	0.894
1	8	70	(2, 26)	(2, 26)	0.000	0.895
1	8	71	(2, 27)	(2, 27)	0.000	0.987
1	8	72	(2, 27)	(2, 27)	0.000	0.993
1	8	73	(2, 27)	(2, 27)	0.000	0.999
1	8	74	(2, 28)	(2, 28)	0.000	0.899
1	8	75	(1, 28)	(1, 28)	0.000	0.987
1	8	76	(1, 28)	(1, 27)	1.000	0.321
1	8	77	(0, 27)	(0, 27)	0.000	0.879
1	8	78	(0, 27)	(0, 27)	0.000	0.993
1	8	79	(0, 27)	(0, 27)	0.000	1.000
1	8	80	(0, 27)	(0, 27)	0.000	1.000
1	8	81	(0, 27)	(0, 27)	0.000	1.000
1	8	82	(0, 27)	(0, 27)	0.000	1.000
1	8	83	(0, 27)	(0, 27)	0.000	1.000
1	8	84	(0, 27)	(0, 27)	0.000	1.000
1	8	85	(0, 28)	(0, 28)	0.000	0.994
1	8	86	(0, 29)	(0, 28)	1.000	0.105
1	8	87	(0, 30)	(0, 29)	1.000	0.184
1	8	88	(1, 29)	(1, 29)	0.000	0.558
1	8	89	(1, 30)	(1, 30)	0.000	0.784
1	8	90	(2, 30)	(2, 30)	0.000	0.965
1	8	91	(2, 29)	(2, 29)	0.000	0.864
1	8	92	(2, 28)	(2, 28)	0.000	0.975
1	8	93	(1, 28)	(1, 28)	0.000	0.978
1	8	94	(1, 29)	(1, 29)	0.000	0.892
1	8	95	(0, 29)	(0, 29)	0.000	0.894
1	8	96	(0, 29)	(0, 29)	0.000	0.900
1	8	97	(0, 29)	(0, 29)	0.000	0.766
1	8	98	(0, 29)	(0, 29)	0.000	0.935
1	8	99	(0, 30)	(0, 30)	0.000	0.977
1	8	100	(0, 31)	(0, 31)	0.000	0.882
Already at last step
1	9	1	(1, 73)	(39, 2)	80.529	0.000
1	9	2	(18, 32)	(39, 3)	35.805	0.000
1	9	3	(99, 48)	(39, 4)	74.404	0.000
1	9	4	(18, 32)	(40, 4)	35.609	0.000
1	9	5	(18, 32)	(40, 5)	34.828	0.000
1	9	6	(18, 32)	(40, 6)	34.059	0.000
